index,ID,ACTIVITYNAME,ACTIVITYID
87544,239886,FISHING,11
87545,239886,PICKNICKING,20
87546,239887,BIKING,5
87547,239887,CAMPING,9
87548,239887,HIKING,14
87549,239887,HORSEBACK RIDING,15
87550,239887,HUNTING,16
87551,239887,OFF HIGHWAY VEHICLE,18
87552,239887,PICKNICKING,20
87553,239887,WILDLIFE VIEWING,26
87554,239887,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87555,239891,HIKING,14
87556,239891,HORSEBACK RIDING,15
87557,239891,OFF HIGHWAY VEHICLE,18
87558,239892,CAMPING,9
87559,239892,FISHING,11
87560,239892,HIKING,14
87561,239892,HORSEBACK RIDING,15
87562,239892,OFF HIGHWAY VEHICLE,18
87563,239892,PICKNICKING,20
87564,239893,CAMPING,9
87565,239893,FISHING,11
87566,239893,HIKING,14
87567,239893,HORSEBACK RIDING,15
87568,239893,OFF HIGHWAY VEHICLE,18
87569,239893,PICKNICKING,20
87570,239894,BIKING,5
87571,239894,CAMPING,9
87572,239894,FISHING,11
87573,239894,HIKING,14
87574,239894,HORSEBACK RIDING,15
87575,239894,HUNTING,16
87576,239894,OFF HIGHWAY VEHICLE,18
87577,239894,PICKNICKING,20
87578,239894,WILDLIFE VIEWING,26
87579,239894,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87580,239895,BIKING,5
87581,239895,CAMPING,9
87582,239895,FISHING,11
87583,239895,HIKING,14
87584,239895,HORSEBACK RIDING,15
87585,239895,HUNTING,16
87586,239895,OFF HIGHWAY VEHICLE,18
87587,239895,PICKNICKING,20
87588,239896,AUTO TOURING,4
87589,239896,BIKING,5
87590,239896,CAMPING,9
87591,239896,INTERPRETIVE PROGRAMS,10
87592,239896,FISHING,11
87593,239896,HIKING,14
87594,239896,HORSEBACK RIDING,15
87595,239896,HUNTING,16
87596,239896,OFF HIGHWAY VEHICLE,18
87597,239896,PICKNICKING,20
87598,239896,WILDLIFE VIEWING,26
87599,239897,AUTO TOURING,4
87600,239897,BIKING,5
87601,239897,CAMPING,9
87602,239897,FISHING,11
87603,239897,HIKING,14
87604,239897,HORSEBACK RIDING,15
87605,239897,HUNTING,16
87606,239897,OFF HIGHWAY VEHICLE,18
87607,239897,PICKNICKING,20
87608,239897,WINTER SPORTS,22
87609,239897,WILDLIFE VIEWING,26
87610,239898,CAMPING,9
87611,239898,HIKING,14
87612,239898,HORSEBACK RIDING,15
87613,239898,OFF HIGHWAY VEHICLE,18
87614,239898,PICKNICKING,20
87615,239898,WILDLIFE VIEWING,26
87616,239899,CAMPING,9
87617,239899,HIKING,14
87618,239899,HORSEBACK RIDING,15
87619,239899,OFF HIGHWAY VEHICLE,18
87620,239899,PICKNICKING,20
87621,239899,SWIMMING,106
87622,239900,CAMPING,9
87623,239900,FISHING,11
87624,239900,HIKING,14
87625,239900,PICKNICKING,20
87626,239901,CAMPING,9
87627,239901,PICKNICKING,20
87628,239902,CAMPING,9
87629,239902,FISHING,11
87630,239902,OFF HIGHWAY VEHICLE,18
87631,239902,PICKNICKING,20
87632,239903,CAMPING,9
87633,239903,PICKNICKING,20
87634,239904,CAMPING,9
87635,239904,FISHING,11
87636,239904,PICKNICKING,20
87637,239905,CAMPING,9
87638,239905,PICKNICKING,20
87639,239906,CAMPING,9
87640,239906,HORSEBACK RIDING,15
87641,239906,OFF HIGHWAY VEHICLE,18
87642,239906,PICKNICKING,20
87643,239907,PICKNICKING,20
87644,239908,CAMPING,9
87645,239908,HORSEBACK RIDING,15
87646,239908,PICKNICKING,20
87647,239909,CAMPING,9
87648,239909,PICKNICKING,20
87649,239910,CAMPING,9
87650,239910,PICKNICKING,20
87651,239911,AUTO TOURING,4
87652,239911,CAMPING,9
87653,239911,HIKING,14
87654,239911,HORSEBACK RIDING,15
87655,239911,HUNTING,16
87656,239911,PICKNICKING,20
87657,239911,WILDLIFE VIEWING,26
87658,239912,CAMPING,9
87659,239912,HORSEBACK RIDING,15
87660,239912,PICKNICKING,20
87661,239913,CAMPING,9
87662,239913,PICKNICKING,20
87663,239914,PICKNICKING,20
87664,239915,CAMPING,9
87665,239915,HORSEBACK RIDING,15
87666,239915,PICKNICKING,20
87667,239916,CAMPING,9
87668,239916,HORSEBACK RIDING,15
87669,239916,PICKNICKING,20
87670,239917,CAMPING,9
87671,239917,HORSEBACK RIDING,15
87672,239917,PICKNICKING,20
87673,239918,CAMPING,9
87674,239918,PICKNICKING,20
87675,239919,CAMPING,9
87676,239919,PICKNICKING,20
87677,239920,CAMPING,9
87678,239920,PICKNICKING,20
87679,239921,CAMPING,9
87680,239921,HIKING,14
87681,239921,PICKNICKING,20
87682,239921,WILDLIFE VIEWING,26
87683,239922,CAMPING,9
87684,239922,OFF HIGHWAY VEHICLE,18
87685,239922,PICKNICKING,20
87686,239924,CAMPING,9
87687,239924,PICKNICKING,20
87688,239925,CAMPING,9
87689,239925,PICKNICKING,20
87690,239926,CAMPING,9
87691,239926,FISHING,11
87692,239926,PICKNICKING,20
87693,239927,CAMPING,9
87694,239927,HORSEBACK RIDING,15
87695,239927,PICKNICKING,20
87696,239928,CAMPING,9
87697,239928,HORSEBACK RIDING,15
87698,239928,PICKNICKING,20
87699,239929,CAMPING,9
87700,239929,PICKNICKING,20
87701,239930,CAMPING,9
87702,239930,PICKNICKING,20
87703,239931,CAMPING,9
87704,239931,PICKNICKING,20
87705,239932,CAMPING,9
87706,239932,HORSEBACK RIDING,15
87707,239932,PICKNICKING,20
87708,239933,CAMPING,9
87709,239933,PICKNICKING,20
87710,239934,CAMPING,9
87711,239934,PICKNICKING,20
87712,239935,CAMPING,9
87713,239935,PICKNICKING,20
87714,239936,CAMPING,9
87715,239936,FISHING,11
87716,239936,PICKNICKING,20
87717,239937,CAMPING,9
87718,239937,FISHING,11
87719,239937,PICKNICKING,20
87720,239938,HORSEBACK RIDING,15
87721,239938,PICKNICKING,20
87722,239938,HORSE CAMPING,109
87723,239939,CAMPING,9
87724,239939,PICKNICKING,20
87725,239940,CAMPING,9
87726,239940,PICKNICKING,20
87727,239941,CAMPING,9
87728,239941,PICKNICKING,20
87729,239942,CAMPING,9
87730,239942,HORSEBACK RIDING,15
87731,239942,PICKNICKING,20
87732,239943,CAMPING,9
87733,239943,FISHING,11
87734,239943,HIKING,14
87735,239943,PICKNICKING,20
87736,239944,AUTO TOURING,4
87737,239944,CAMPING,9
87738,239944,PICKNICKING,20
87739,239945,CAMPING,9
87740,239945,PICKNICKING,20
87741,239945,WILDLIFE VIEWING,26
87742,239946,CAMPING,9
87743,239946,FISHING,11
87744,239946,PICKNICKING,20
87745,239947,CAMPING,9
87746,239947,PICKNICKING,20
87747,239948,CAMPING,9
87748,239948,HIKING,14
87749,239948,PICKNICKING,20
87750,239949,CAMPING,9
87751,239949,PICKNICKING,20
87752,239950,CAMPING,9
87753,239950,PICKNICKING,20
87754,239951,CAMPING,9
87755,239951,FISHING,11
87756,239951,HIKING,14
87757,239951,PICKNICKING,20
87758,239951,HORSE CAMPING,109
87759,239952,CAMPING,9
87760,239952,PICKNICKING,20
87761,239953,CAMPING,9
87762,239953,PICKNICKING,20
87763,239954,WINTER SPORTS,22
87764,239954,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87765,239955,CAMPING,9
87766,239955,FISHING,11
87767,239955,HIKING,14
87768,239955,HORSEBACK RIDING,15
87769,239955,OFF HIGHWAY VEHICLE,18
87770,239955,PICKNICKING,20
87771,239955,HORSE CAMPING,109
87772,239956,HIKING,14
87773,239956,HORSEBACK RIDING,15
87774,239956,HUNTING,16
87775,239956,WILDLIFE VIEWING,26
87776,239956,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87777,239957,PICKNICKING,20
87778,239957,WILDLIFE VIEWING,26
87779,239958,HIKING,14
87780,239959,BIKING,5
87781,239959,HIKING,14
87782,239959,HUNTING,16
87783,239959,WILDLIFE VIEWING,26
87784,239959,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87785,239960,PICKNICKING,20
87786,239961,HIKING,14
87787,239961,HORSEBACK RIDING,15
87788,239961,PICKNICKING,20
87789,239962,PICKNICKING,20
87790,239964,HIKING,14
87791,239964,HORSEBACK RIDING,15
87792,239965,AUTO TOURING,4
87793,239965,CAMPING,9
87794,239965,FISHING,11
87795,239965,HIKING,14
87796,239965,HORSEBACK RIDING,15
87797,239965,HUNTING,16
87798,239965,PICKNICKING,20
87799,239965,WILDLIFE VIEWING,26
87800,239966,PICKNICKING,20
87801,239968,PICKNICKING,20
87802,239970,HIKING,14
87803,239971,AUTO TOURING,4
87804,239971,CLIMBING,7
87805,239971,CAMPING,9
87806,239971,HIKING,14
87807,239971,PICKNICKING,20
87808,239971,WILDLIFE VIEWING,26
87809,239972,HIKING,14
87810,239972,PICKNICKING,20
87811,239973,HIKING,14
87812,239973,HORSEBACK RIDING,15
87813,239974,HIKING,14
87814,239974,HORSEBACK RIDING,15
87815,239975,PICKNICKING,20
87816,239976,AUTO TOURING,4
87817,239976,CAMPING,9
87818,239976,HIKING,14
87819,239976,HORSEBACK RIDING,15
87820,239976,OFF HIGHWAY VEHICLE,18
87821,239976,PICKNICKING,20
87822,239976,WILDLIFE VIEWING,26
87823,239977,CAMPING,9
87824,239977,HIKING,14
87825,239977,PICKNICKING,20
87826,239978,HIKING,14
87827,239978,HORSEBACK RIDING,15
87828,239978,PICKNICKING,20
87829,239979,HIKING,14
87830,239979,HORSEBACK RIDING,15
87831,239979,PICKNICKING,20
87832,239981,HIKING,14
87833,239981,HORSEBACK RIDING,15
87834,239981,PICKNICKING,20
87835,239982,HIKING,14
87836,239982,PICKNICKING,20
87837,239983,HIKING,14
87838,239983,PICKNICKING,20
87839,239984,HIKING,14
87840,239984,HORSEBACK RIDING,15
87841,239985,HIKING,14
87842,239986,HIKING,14
87843,239986,HORSEBACK RIDING,15
87844,239986,PICKNICKING,20
87845,239987,HIKING,14
87846,239987,HORSEBACK RIDING,15
87847,239987,PICKNICKING,20
87848,239987,HORSE CAMPING,109
87849,239988,CAMPING,9
87850,239988,HIKING,14
87851,239988,PICKNICKING,20
87852,239989,PICKNICKING,20
87853,239990,HORSEBACK RIDING,15
87854,239991,HIKING,14
87855,239991,HORSEBACK RIDING,15
87856,239992,PICKNICKING,20
87857,239993,HORSEBACK RIDING,15
87858,239993,PICKNICKING,20
87859,239994,PICKNICKING,20
87860,239995,HORSEBACK RIDING,15
87861,239995,PICKNICKING,20
87862,239996,PICKNICKING,20
87863,239997,HIKING,14
87864,239997,HORSEBACK RIDING,15
87865,239998,HIKING,14
87866,239999,PICKNICKING,20
87867,239999,WILDLIFE VIEWING,26
87868,240000,HIKING,14
87869,240000,HORSEBACK RIDING,15
87870,240001,HIKING,14
87871,240001,HORSEBACK RIDING,15
87872,240001,PICKNICKING,20
87873,240002,HIKING,14
87874,240002,HORSEBACK RIDING,15
87875,240003,AUTO TOURING,4
87876,240003,PICKNICKING,20
87877,240004,HIKING,14
87878,240004,HORSEBACK RIDING,15
87879,240005,HIKING,14
87880,240005,HORSEBACK RIDING,15
87881,240007,FISHING,11
87882,240008,CAMPING,9
87883,240008,FISHING,11
87884,240008,PICKNICKING,20
87885,240009,CAMPING,9
87886,240009,HIKING,14
87887,240009,HORSEBACK RIDING,15
87888,240009,OFF HIGHWAY VEHICLE,18
87889,240009,PICKNICKING,20
87890,240010,HIKING,14
87891,240010,HORSEBACK RIDING,15
87892,240010,OFF HIGHWAY VEHICLE,18
87893,240019,FISHING,11
87894,240019,HIKING,14
87895,240019,HORSEBACK RIDING,15
87896,240019,HUNTING,16
87897,240020,CAMPING,9
87898,240020,PICKNICKING,20
87899,240021,AUTO TOURING,4
87900,240021,CAMPING,9
87901,240021,FISHING,11
87902,240021,HIKING,14
87903,240021,HUNTING,16
87904,240021,OFF HIGHWAY VEHICLE,18
87905,240021,WILDLIFE VIEWING,26
87906,240024,FISHING,11
87907,240025,FISHING,11
87908,240026,FISHING,11
87909,240027,FISHING,11
87910,240028,FISHING,11
87911,240029,FISHING,11
87912,240030,FISHING,11
87913,240031,FISHING,11
87914,240032,FISHING,11
87915,240033,FISHING,11
87916,240034,FISHING,11
87917,240035,BIKING,5
87918,240035,CAMPING,9
87919,240035,INTERPRETIVE PROGRAMS,10
87920,240035,FISHING,11
87921,240035,HIKING,14
87922,240035,HORSEBACK RIDING,15
87923,240035,OFF HIGHWAY VEHICLE,18
87924,240035,PICKNICKING,20
87925,240035,VISITOR CENTER,24
87926,240035,WILDLIFE VIEWING,26
87927,240036,BIKING,5
87928,240036,CAMPING,9
87929,240036,FISHING,11
87930,240036,HIKING,14
87931,240036,HORSEBACK RIDING,15
87932,240036,PICKNICKING,20
87933,240037,BIKING,5
87934,240037,HIKING,14
87935,240037,HORSEBACK RIDING,15
87936,240037,OFF HIGHWAY VEHICLE,18
87937,240038,BIKING,5
87938,240038,CAMPING,9
87939,240038,FISHING,11
87940,240038,HIKING,14
87941,240038,HORSEBACK RIDING,15
87942,240038,OFF HIGHWAY VEHICLE,18
87943,240038,PICKNICKING,20
87944,240038,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87945,240039,BIKING,5
87946,240039,HIKING,14
87947,240039,HORSEBACK RIDING,15
87948,240040,BIKING,5
87949,240040,CAMPING,9
87950,240040,FISHING,11
87951,240040,HIKING,14
87952,240040,HORSEBACK RIDING,15
87953,240040,OFF HIGHWAY VEHICLE,18
87954,240040,PICKNICKING,20
87955,240040,WILDLIFE VIEWING,26
87956,240040,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87957,240041,BIKING,5
87958,240041,CAMPING,9
87959,240041,INTERPRETIVE PROGRAMS,10
87960,240041,FISHING,11
87961,240041,HIKING,14
87962,240041,HORSEBACK RIDING,15
87963,240041,HUNTING,16
87964,240041,OFF HIGHWAY VEHICLE,18
87965,240041,PICKNICKING,20
87966,240041,WINTER SPORTS,22
87967,240041,RECREATIONAL VEHICLES,23
87968,240041,VISITOR CENTER,24
87969,240041,WILDLIFE VIEWING,26
87970,240041,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87971,240042,BIKING,5
87972,240042,HIKING,14
87973,240042,HORSEBACK RIDING,15
87974,240042,PICKNICKING,20
87975,240043,CAMPING,9
87976,240043,FISHING,11
87977,240043,HIKING,14
87978,240043,OFF HIGHWAY VEHICLE,18
87979,240043,PICKNICKING,20
87980,240043,WILDLIFE VIEWING,26
87981,240044,CAMPING,9
87982,240044,HIKING,14
87983,240044,PICKNICKING,20
87984,240045,BIKING,5
87985,240045,CAMPING,9
87986,240045,FISHING,11
87987,240045,HIKING,14
87988,240045,HORSEBACK RIDING,15
87989,240045,OFF HIGHWAY VEHICLE,18
87990,240045,PICKNICKING,20
87991,240046,BIKING,5
87992,240046,HIKING,14
87993,240046,HORSEBACK RIDING,15
87994,240046,OFF HIGHWAY VEHICLE,18
87995,240047,PICKNICKING,20
87996,240049,FISHING,11
87997,240050,PICKNICKING,20
87998,240051,AUTO TOURING,4
87999,240052,FISHING,11
88000,240053,PICKNICKING,20
88001,240057,CAMPING,9
88002,240057,PICKNICKING,20
88003,240058,PICKNICKING,20
88004,240062,AUTO TOURING,4
88005,240063,PICKNICKING,20
88006,240068,HORSEBACK RIDING,15
88007,240070,FISHING,11
88008,240072,CAMPING,9
88009,240072,PICKNICKING,20
88010,240075,CAMPING,9
88011,240076,FISHING,11
88012,240080,CAMPING,9
88013,240080,INTERPRETIVE PROGRAMS,10
88014,240080,HORSEBACK RIDING,15
88015,240080,HUNTING,16
88016,240080,PICKNICKING,20
88017,240080,RECREATIONAL VEHICLES,23
88018,240080,VISITOR CENTER,24
88019,240080,WILDLIFE VIEWING,26
88020,240081,FISHING,11
88021,240082,BOATING,6
88022,240082,FISHING,11
88023,240083,VISITOR CENTER,24
88024,240084,PICKNICKING,20
88025,240085,CAMPING,9
88026,240086,CAMPING,9
88027,240087,CAMPING,9
88028,240087,HORSEBACK RIDING,15
88029,240087,HORSE CAMPING,109
88030,240088,AUTO TOURING,4
88031,240089,CAMPING,9
88032,240091,AUTO TOURING,4
88033,240091,WILDLIFE VIEWING,26
88034,240094,BOATING,6
88035,240096,BOATING,6
88036,240096,PICKNICKING,20
88037,240099,HIKING,14
88038,240099,WINTER SPORTS,22
88039,240101,AUTO TOURING,4
88040,240102,CAMPING,9
88041,240102,PICKNICKING,20
88042,240104,PICKNICKING,20
88043,240106,CAMPING,9
88044,240106,PICKNICKING,20
88045,240108,PICKNICKING,20
88046,240109,CAMPING,9
88047,240109,PICKNICKING,20
88048,240114,PICKNICKING,20
88049,240115,AUTO TOURING,4
88050,240117,CAMPING,9
88051,240117,PICKNICKING,20
88052,240118,FISHING,11
88053,240119,CAMPING,9
88054,240120,WINTER SPORTS,22
88055,240121,BOATING,6
88056,240121,FISHING,11
88057,240123,AUTO TOURING,4
88058,240124,FISHING,11
88059,240128,HUNTING,16
88060,240128,VISITOR CENTER,24
88061,240130,PICKNICKING,20
88062,240131,CAMPING,9
88063,240131,HUNTING,16
88064,240131,WILDLIFE VIEWING,26
88065,240133,WINTER SPORTS,22
88066,240134,FISHING,11
88067,240135,CAMPING,9
88068,240135,HUNTING,16
88069,240135,HORSE CAMPING,109
88070,240137,CAMPING,9
88071,240139,HUNTING,16
88072,240139,WINTER SPORTS,22
88073,240139,WILDLIFE VIEWING,26
88074,240139,FIRE LOOKOUTS/CABINS OVERNIGHT,30
88075,240141,VISITOR CENTER,24
88076,240142,CAMPING,9
88077,240144,AUTO TOURING,4
88078,240145,AUTO TOURING,4
88079,240146,PICKNICKING,20
88080,240148,AUTO TOURING,4
88081,240152,FISHING,11
88082,240153,CAMPING,9
88083,240153,WILDLIFE VIEWING,26
88084,240154,CAMPING,9
88085,240154,PICKNICKING,20
88086,240154,WILDLIFE VIEWING,26
88087,240155,FISHING,11
88088,240156,CAMPING,9
88089,240156,PICKNICKING,20
88090,240156,HORSE CAMPING,109
88091,240158,CAMPING,9
88092,240158,HORSEBACK RIDING,15
88093,240158,PICKNICKING,20
88094,240159,CAMPING,9
88095,240162,WINTER SPORTS,22
88096,240164,BIKING,5
88097,240164,HIKING,14
88098,240164,HORSEBACK RIDING,15
88099,240164,OFF HIGHWAY VEHICLE,18
88100,240169,FISHING,11
88101,240170,FISHING,11
88102,240171,FISHING,11
88103,240172,FISHING,11
88104,240173,FISHING,11
88105,240174,FISHING,11
88106,240175,FISHING,11
88107,240176,FISHING,11
88108,240177,FISHING,11
88109,240178,FISHING,11
88110,240179,FISHING,11
88111,240180,FISHING,11
88112,240182,BIKING,5
88113,240182,HIKING,14
88114,240182,HORSEBACK RIDING,15
88115,240182,OFF HIGHWAY VEHICLE,18
88116,240183,FISHING,11
88117,240185,FISHING,11
88118,240186,FISHING,11
88119,240187,FISHING,11
88120,240188,FISHING,11
88121,240189,BIKING,5
88122,240189,BOATING,6
88123,240189,CAMPING,9
88124,240189,FISHING,11
88125,240189,HIKING,14
88126,240189,HORSEBACK RIDING,15
88127,240189,OFF HIGHWAY VEHICLE,18
88128,240189,PICKNICKING,20
88129,240189,SWIMMING,106
88130,240189,HORSE CAMPING,109
88131,240190,HIKING,14
88132,240191,BIKING,5
88133,240191,CAMPING,9
88134,240191,HIKING,14
88135,240192,CAMPING,9
88136,240192,HIKING,14
88137,240192,HORSE CAMPING,109
88138,240193,CAMPING,9
88139,240193,HORSE CAMPING,109
88140,240194,BIKING,5
88141,240194,CAMPING,9
88142,240194,FISHING,11
88143,240194,HIKING,14
88144,240194,PICKNICKING,20
88145,240194,SWIMMING,106
88146,240195,BIKING,5
88147,240195,CAMPING,9
88148,240195,HIKING,14
88149,240196,CAMPING,9
88150,240196,HIKING,14
88151,240197,HIKING,14
88152,240197,HORSEBACK RIDING,15
88153,240198,BIKING,5
88154,240198,HIKING,14
88155,240198,HORSEBACK RIDING,15
88156,240198,PICKNICKING,20
88157,240200,HIKING,14
88158,240200,PICKNICKING,20
88159,240201,HIKING,14
88160,240202,HIKING,14
88161,240202,PICKNICKING,20
88162,240202,SWIMMING,106
88163,240205,BOATING,6
88164,240205,SWIMMING,106
88165,240206,HIKING,14
88166,240207,HIKING,14
88167,240207,PICKNICKING,20
88168,240208,PICKNICKING,20
88169,240209,HIKING,14
88170,240209,PICKNICKING,20
88171,240210,HIKING,14
88172,240211,CAMPING,9
88173,240211,HIKING,14
88174,240212,BOATING,6
88175,240212,CAMPING,9
88176,240212,FISHING,11
88177,240212,HIKING,14
88178,240212,PICKNICKING,20
88179,240212,RECREATIONAL VEHICLES,23
88180,240212,SWIMMING,106
88181,240213,BIKING,5
88182,240213,BOATING,6
88183,240213,CAMPING,9
88184,240213,FISHING,11
88185,240213,HIKING,14
88186,240213,HORSEBACK RIDING,15
88187,240213,OFF HIGHWAY VEHICLE,18
88188,240213,PICKNICKING,20
88189,240213,RECREATIONAL VEHICLES,23
88190,240213,VISITOR CENTER,24
88191,240213,SWIMMING,106
88192,240213,HORSE CAMPING,109
88193,240214,FISHING,11
88194,240214,HIKING,14
88195,240214,PICKNICKING,20
88196,240214,SWIMMING,106
88197,240215,CAMPING,9
88198,240215,FISHING,11
88199,240215,HIKING,14
88200,240215,PICKNICKING,20
88201,240215,RECREATIONAL VEHICLES,23
88202,240215,SWIMMING,106
88203,240216,CAMPING,9
88204,240217,BOATING,6
88205,240217,HIKING,14
88206,240218,HIKING,14
88207,240219,CAMPING,9
88208,240219,HIKING,14
88209,240220,CAMPING,9
88210,240220,HIKING,14
88211,240220,SWIMMING,106
88212,240221,CAMPING,9
88213,240223,CAMPING,9
88214,240223,HIKING,14
88215,240224,CAMPING,9
88216,240224,HIKING,14
88217,240224,PICKNICKING,20
88218,240225,CAMPING,9
88219,240225,HIKING,14
88220,240225,SWIMMING,106
88221,240226,CAMPING,9
88222,240227,CAMPING,9
88223,240228,HIKING,14
88224,240228,HORSEBACK RIDING,15
88225,240228,HORSE CAMPING,109
88226,240230,HIKING,14
88227,240230,PICKNICKING,20
88228,240231,HIKING,14
88229,240231,PICKNICKING,20
88230,240232,HIKING,14
88231,240232,PICKNICKING,20
88232,240233,HIKING,14
88233,240234,HIKING,14
88234,240234,PICKNICKING,20
88235,240235,HIKING,14
88236,240235,PICKNICKING,20
88237,240235,VISITOR CENTER,24
88238,240236,HIKING,14
88239,240236,PICKNICKING,20
88240,240237,WILDLIFE VIEWING,26
88241,240238,HIKING,14
88242,240239,BIKING,5
88243,240239,BOATING,6
88244,240239,CAMPING,9
88245,240239,FISHING,11
88246,240239,HIKING,14
88247,240239,HORSEBACK RIDING,15
88248,240239,OFF HIGHWAY VEHICLE,18
88249,240239,PICKNICKING,20
88250,240239,RECREATIONAL VEHICLES,23
88251,240239,VISITOR CENTER,24
88252,240239,FIRE LOOKOUTS/CABINS OVERNIGHT,30
88253,240239,SWIMMING,106
88254,240239,HORSE CAMPING,109
88255,240240,CAMPING,9
88256,240240,HIKING,14
88257,240241,CAMPING,9
88258,240241,HIKING,14
88259,240241,PICKNICKING,20
88260,240242,CAMPING,9
88261,240242,HIKING,14
88262,240242,PICKNICKING,20
88263,240243,CAMPING,9
88264,240243,HIKING,14
88265,240246,CAMPING,9
88266,240246,HIKING,14
88267,240247,CAMPING,9
88268,240247,HIKING,14
88269,240248,HIKING,14
88270,240249,HIKING,14
88271,240249,PICKNICKING,20
88272,240250,HIKING,14
88273,240250,PICKNICKING,20
88274,240250,VISITOR CENTER,24
88275,240251,BOATING,6
88276,240251,CAMPING,9
88277,240251,FISHING,11
88278,240251,HIKING,14
88279,240251,PICKNICKING,20
88280,240253,HIKING,14
88281,240254,BOATING,6
88282,240254,HIKING,14
88283,240255,BOATING,6
88284,240255,HIKING,14
88285,240256,BOATING,6
88286,240258,BIKING,5
88287,240258,BOATING,6
88288,240258,CAMPING,9
88289,240258,FISHING,11
88290,240258,HIKING,14
88291,240258,HORSEBACK RIDING,15
88292,240258,OFF HIGHWAY VEHICLE,18
88293,240258,PICKNICKING,20
88294,240258,RECREATIONAL VEHICLES,23
88295,240258,WILDLIFE VIEWING,26
88296,240258,SWIMMING,106
88297,240258,HORSE CAMPING,109
88298,240259,BOATING,6
88299,240259,CAMPING,9
88300,240259,HIKING,14
88301,240259,PICKNICKING,20
88302,240260,HIKING,14
88303,240260,PICKNICKING,20
88304,240261,BOATING,6
88305,240261,WILDLIFE VIEWING,26
88306,240262,BOATING,6
88307,240262,FISHING,11
88308,240262,HIKING,14
88309,240262,PICKNICKING,20
88310,240263,BOATING,6
88311,240263,FISHING,11
88312,240263,PICKNICKING,20
88313,240264,BOATING,6
88314,240264,FISHING,11
88315,240264,PICKNICKING,20
88316,240266,AUTO TOURING,4
88317,240271,BIKING,5
88318,240271,CAMPING,9
88319,240271,HIKING,14
88320,240271,HORSEBACK RIDING,15
88321,240271,OFF HIGHWAY VEHICLE,18
88322,240271,PICKNICKING,20
88323,240271,RECREATIONAL VEHICLES,23
88324,240271,WILDLIFE VIEWING,26
88325,240272,CAMPING,9
88326,240272,HIKING,14
88327,240272,HORSEBACK RIDING,15
88328,240272,HUNTING,16
88329,240272,OFF HIGHWAY VEHICLE,18
88330,240272,PICKNICKING,20
88331,240272,RECREATIONAL VEHICLES,23
88332,240272,WILDLIFE VIEWING,26
88333,240272,FIRE LOOKOUTS/CABINS OVERNIGHT,30
