index,ID,ACTIVITYNAME,ACTIVITYID
86646,239320,CAMPING,9
86647,239320,PICKNICKING,20
86648,239321,CAMPING,9
86649,239321,PICKNICKING,20
86650,239323,PICKNICKING,20
86651,239325,BOATING,6
86652,239325,CAMPING,9
86653,239325,PICKNICKING,20
86654,239326,CAMPING,9
86655,239326,PICKNICKING,20
86656,239327,WINTER SPORTS,22
86657,239328,HIKING,14
86658,239329,HIKING,14
86659,239330,HIKING,14
86660,239330,HORSEBACK RIDING,15
86661,239331,HIKING,14
86662,239331,WINTER SPORTS,22
86663,239332,HIKING,14
86664,239332,HORSEBACK RIDING,15
86665,239333,BIKING,5
86666,239333,CLIMBING,7
86667,239333,HIKING,14
86668,239334,BIKING,5
86669,239334,CAMPING,9
86670,239334,HIKING,14
86671,239334,HORSEBACK RIDING,15
86672,239334,PICKNICKING,20
86673,239334,WINTER SPORTS,22
86674,239334,SWIMMING,106
86675,239335,CLIMBING,7
86676,239335,CAMPING,9
86677,239335,FISHING,11
86678,239335,HIKING,14
86679,239335,PICKNICKING,20
86680,239335,WINTER SPORTS,22
86681,239335,SWIMMING,106
86682,239336,BIKING,5
86683,239336,CLIMBING,7
86684,239336,CAMPING,9
86685,239336,HIKING,14
86686,239336,PICKNICKING,20
86687,239336,WINTER SPORTS,22
86688,239336,WILDLIFE VIEWING,26
86689,239336,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86690,239337,HIKING,14
86691,239338,HIKING,14
86692,239339,HIKING,14
86693,239340,HIKING,14
86694,239341,BIKING,5
86695,239341,CAMPING,9
86696,239341,HIKING,14
86697,239341,PICKNICKING,20
86698,239342,HIKING,14
86699,239343,HIKING,14
86700,239344,HIKING,14
86701,239345,HIKING,14
86702,239346,HIKING,14
86703,239347,HIKING,14
86704,239348,HIKING,14
86705,239349,CAMPING,9
86706,239349,HIKING,14
86707,239349,PICKNICKING,20
86708,239350,HIKING,14
86709,239350,PICKNICKING,20
86710,239352,CAMPING,9
86711,239353,PICKNICKING,20
86712,239354,HIKING,14
86713,239356,HIKING,14
86714,239357,PICKNICKING,20
86715,239358,HIKING,14
86716,239358,PICKNICKING,20
86717,239359,HIKING,14
86718,239360,HIKING,14
86719,239361,HIKING,14
86720,239362,CAMPING,9
86721,239363,HIKING,14
86722,239365,HIKING,14
86723,239367,HIKING,14
86724,239367,WINTER SPORTS,22
86725,239368,HIKING,14
86726,239369,HIKING,14
86727,239370,HIKING,14
86728,239371,HIKING,14
86729,239373,HIKING,14
86730,239374,HIKING,14
86731,239375,HIKING,14
86732,239376,HIKING,14
86733,239377,HIKING,14
86734,239378,HIKING,14
86735,239379,HIKING,14
86736,239381,HIKING,14
86737,239382,HIKING,14
86738,239383,HIKING,14
86739,239385,HIKING,14
86740,239386,HIKING,14
86741,239387,HIKING,14
86742,239388,HIKING,14
86743,239389,FISHING,11
86744,239389,PICKNICKING,20
86745,239389,SWIMMING,106
86746,239390,HIKING,14
86747,239391,HIKING,14
86748,239392,HIKING,14
86749,239393,HIKING,14
86750,239395,HIKING,14
86751,239396,HIKING,14
86752,239397,HIKING,14
86753,239398,HIKING,14
86754,239399,HIKING,14
86755,239400,HIKING,14
86756,239401,HIKING,14
86757,239402,HIKING,14
86758,239403,HIKING,14
86759,239404,HIKING,14
86760,239405,CAMPING,9
86761,239405,HIKING,14
86762,239406,WINTER SPORTS,22
86763,239407,HIKING,14
86764,239408,HIKING,14
86765,239409,HIKING,14
86766,239410,HIKING,14
86767,239411,HIKING,14
86768,239412,HIKING,14
86769,239414,HIKING,14
86770,239415,PICKNICKING,20
86771,239416,HIKING,14
86772,239417,CAMPING,9
86773,239418,HIKING,14
86774,239419,HIKING,14
86775,239420,HIKING,14
86776,239422,CAMPING,9
86777,239423,PICKNICKING,20
86778,239424,HIKING,14
86779,239425,HIKING,14
86780,239426,HIKING,14
86781,239428,HIKING,14
86782,239430,HIKING,14
86783,239431,HIKING,14
86784,239432,HIKING,14
86785,239433,HIKING,14
86786,239435,HIKING,14
86787,239436,HIKING,14
86788,239437,HIKING,14
86789,239438,HIKING,14
86790,239439,HIKING,14
86791,239440,PICKNICKING,20
86792,239441,PICKNICKING,20
86793,239441,SWIMMING,106
86794,239444,HIKING,14
86795,239445,HIKING,14
86796,239446,HIKING,14
86797,239447,HIKING,14
86798,239448,HIKING,14
86799,239449,HIKING,14
86800,239452,HIKING,14
86801,239453,CAMPING,9
86802,239454,HIKING,14
86803,239455,HIKING,14
86804,239459,HIKING,14
86805,239462,HIKING,14
86806,239463,HIKING,14
86807,239464,FISHING,11
86808,239464,PICKNICKING,20
86809,239465,WINTER SPORTS,22
86810,239466,HIKING,14
86811,239467,HIKING,14
86812,239469,HIKING,14
86813,239470,HIKING,14
86814,239471,HIKING,14
86815,239472,HIKING,14
86816,239472,PICKNICKING,20
86817,239473,HIKING,14
86818,239475,HIKING,14
86819,239477,HIKING,14
86820,239478,HIKING,14
86821,239479,PICKNICKING,20
86822,239480,HIKING,14
86823,239481,HIKING,14
86824,239483,HIKING,14
86825,239484,HIKING,14
86826,239485,PICKNICKING,20
86827,239486,CAMPING,9
86828,239486,FISHING,11
86829,239487,HIKING,14
86830,239488,HIKING,14
86831,239489,CLIMBING,7
86832,239491,HIKING,14
86833,239493,HIKING,14
86834,239494,CAMPING,9
86835,239495,CAMPING,9
86836,239496,HIKING,14
86837,239497,HIKING,14
86838,239498,HIKING,14
86839,239500,HIKING,14
86840,239501,HIKING,14
86841,239502,HIKING,14
86842,239506,HIKING,14
86843,239507,HIKING,14
86844,239508,HIKING,14
86845,239510,PICKNICKING,20
86846,239511,CAMPING,9
86847,239512,WINTER SPORTS,22
86848,239513,HIKING,14
86849,239515,PICKNICKING,20
86850,239516,CAMPING,9
86851,239517,PICKNICKING,20
86852,239518,HIKING,14
86853,239519,HIKING,14
86854,239520,WINTER SPORTS,22
86855,239523,HIKING,14
86856,239524,CAMPING,9
86857,239525,HIKING,14
86858,239526,HIKING,14
86859,239526,WINTER SPORTS,22
86860,239527,CAMPING,9
86861,239528,HIKING,14
86862,239529,HIKING,14
86863,239530,HIKING,14
86864,239531,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86865,239532,HIKING,14
86866,239533,HIKING,14
86867,239534,HIKING,14
86868,239536,HIKING,14
86869,239537,CAMPING,9
86870,239538,CAMPING,9
86871,239539,HIKING,14
86872,239540,HIKING,14
86873,239541,WILDLIFE VIEWING,26
86874,239542,HIKING,14
86875,239543,HIKING,14
86876,239543,WINTER SPORTS,22
86877,239544,HIKING,14
86878,239544,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86879,239546,HIKING,14
86880,239547,HIKING,14
86881,239548,HIKING,14
86882,239549,HIKING,14
86883,239550,HIKING,14
86884,239551,HIKING,14
86885,239552,HIKING,14
86886,239553,HIKING,14
86887,239554,HIKING,14
86888,239555,HIKING,14
86889,239556,HIKING,14
86890,239557,HIKING,14
86891,239559,CAMPING,9
86892,239560,HIKING,14
86893,239562,HIKING,14
86894,239563,HIKING,14
86895,239564,HIKING,14
86896,239565,HIKING,14
86897,239566,BIKING,5
86898,239567,HIKING,14
86899,239568,BIKING,5
86900,239569,HIKING,14
86901,239570,HIKING,14
86902,239571,HIKING,14
86903,239572,HIKING,14
86904,239573,HIKING,14
86905,239574,HIKING,14
86906,239575,HIKING,14
86907,239576,HIKING,14
86908,239577,HIKING,14
86909,239578,CAMPING,9
86910,239579,HIKING,14
86911,239580,HIKING,14
86912,239581,HIKING,14
86913,239582,HIKING,14
86914,239583,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86915,239585,HIKING,14
86916,239587,HIKING,14
86917,239589,HIKING,14
86918,239591,HIKING,14
86919,239592,HIKING,14
86920,239594,PICKNICKING,20
86921,239595,HIKING,14
86922,239596,HIKING,14
86923,239597,HIKING,14
86924,239598,HIKING,14
86925,239600,HIKING,14
86926,239601,HIKING,14
86927,239602,HIKING,14
86928,239603,HIKING,14
86929,239604,CAMPING,9
86930,239604,HIKING,14
86931,239605,HIKING,14
86932,239606,HIKING,14
86933,239607,HIKING,14
86934,239608,HIKING,14
86935,239608,PICKNICKING,20
86936,239609,PICKNICKING,20
86937,239610,PICKNICKING,20
86938,239611,CAMPING,9
86939,239615,HIKING,14
86940,239616,BIKING,5
86941,239616,CAMPING,9
86942,239616,FISHING,11
86943,239616,HIKING,14
86944,239616,HORSEBACK RIDING,15
86945,239616,RECREATIONAL VEHICLES,23
86946,239616,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86947,239616,SWIMMING,106
86948,239616,HORSE CAMPING,109
86949,239617,CAMPING,9
86950,239617,HIKING,14
86951,239617,RECREATIONAL VEHICLES,23
86952,239618,CAMPING,9
86953,239618,HIKING,14
86954,239618,RECREATIONAL VEHICLES,23
86955,239619,CAMPING,9
86956,239619,HIKING,14
86957,239619,RECREATIONAL VEHICLES,23
86958,239620,CAMPING,9
86959,239620,HIKING,14
86960,239620,RECREATIONAL VEHICLES,23
86961,239621,CAMPING,9
86962,239621,HIKING,14
86963,239621,RECREATIONAL VEHICLES,23
86964,239622,FIRE LOOKOUTS/CABINS OVERNIGHT,30
86965,239623,BIKING,5
86966,239623,HORSEBACK RIDING,15
86967,239624,FISHING,11
86968,239624,SWIMMING,106
86969,239625,FISHING,11
86970,239626,FISHING,11
86971,239627,FISHING,11
86972,239628,SWIMMING,106
86973,239629,HORSEBACK RIDING,15
86974,239629,HORSE CAMPING,109
86975,239630,CAMPING,9
86976,239630,HIKING,14
86977,239631,AUTO TOURING,4
86978,239631,BIKING,5
86979,239631,CAMPING,9
86980,239631,FISHING,11
86981,239631,HIKING,14
86982,239631,HORSEBACK RIDING,15
86983,239631,PICKNICKING,20
86984,239631,SWIMMING,106
86985,239632,CAMPING,9
86986,239633,HIKING,14
86987,239633,HORSEBACK RIDING,15
86988,239634,FISHING,11
86989,239635,PICKNICKING,20
86990,239635,SWIMMING,106
86991,239636,AUTO TOURING,4
86992,239636,BIKING,5
86993,239636,CAMPING,9
86994,239636,FISHING,11
86995,239636,HIKING,14
86996,239636,HORSEBACK RIDING,15
86997,239636,OFF HIGHWAY VEHICLE,18
86998,239637,CAMPING,9
86999,239638,CAMPING,9
87000,239639,CAMPING,9
87001,239640,FISHING,11
87002,239644,CAMPING,9
87003,239644,FISHING,11
87004,239644,HIKING,14
87005,239644,HORSEBACK RIDING,15
87006,239644,OFF HIGHWAY VEHICLE,18
87007,239645,CAMPING,9
87008,239647,CAMPING,9
87009,239648,CAMPING,9
87010,239648,FISHING,11
87011,239648,HIKING,14
87012,239649,CAMPING,9
87013,239650,CAMPING,9
87014,239651,CAMPING,9
87015,239652,FISHING,11
87016,239653,FISHING,11
87017,239654,AUTO TOURING,4
87018,239655,CAMPING,9
87019,239656,CAMPING,9
87020,239656,HIKING,14
87021,239656,HORSEBACK RIDING,15
87022,239656,HORSE CAMPING,109
87023,239663,HORSEBACK RIDING,15
87024,239663,HORSE CAMPING,109
87025,239664,SWIMMING,106
87026,239665,PICKNICKING,20
87027,239665,SWIMMING,106
87028,239666,HIKING,14
87029,239666,HORSEBACK RIDING,15
87030,239666,HORSE CAMPING,109
87031,239674,HORSEBACK RIDING,15
87032,239674,HORSE CAMPING,109
87033,239675,PICKNICKING,20
87034,239675,SWIMMING,106
87035,239676,HORSEBACK RIDING,15
87036,239676,HORSE CAMPING,109
87037,239677,PICKNICKING,20
87038,239677,SWIMMING,106
87039,239688,SWIMMING,106
87040,239689,BOATING,6
87041,239689,HIKING,14
87042,239689,PICKNICKING,20
87043,239689,SWIMMING,106
87044,239690,CAMPING,9
87045,239690,PICKNICKING,20
87046,239691,BOATING,6
87047,239691,CAMPING,9
87048,239691,HORSEBACK RIDING,15
87049,239691,PICKNICKING,20
87050,239691,RECREATIONAL VEHICLES,23
87051,239691,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87052,239691,SWIMMING,106
87053,239692,AUTO TOURING,4
87054,239692,BIKING,5
87055,239692,BOATING,6
87056,239692,CAMPING,9
87057,239692,HIKING,14
87058,239692,HORSEBACK RIDING,15
87059,239692,OFF HIGHWAY VEHICLE,18
87060,239692,PICKNICKING,20
87061,239692,RECREATIONAL VEHICLES,23
87062,239692,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87063,239692,SWIMMING,106
87064,239693,CAMPING,9
87065,239694,BOATING,6
87066,239694,CAMPING,9
87067,239694,HORSEBACK RIDING,15
87068,239694,PICKNICKING,20
87069,239694,RECREATIONAL VEHICLES,23
87070,239694,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87071,239694,SWIMMING,106
87072,239695,HIKING,14
87073,239696,OFF HIGHWAY VEHICLE,18
87074,239697,OFF HIGHWAY VEHICLE,18
87075,239698,OFF HIGHWAY VEHICLE,18
87076,239699,HORSEBACK RIDING,15
87077,239700,FISHING,11
87078,239700,HIKING,14
87079,239700,WILDLIFE VIEWING,26
87080,239701,AUTO TOURING,4
87081,239701,BIKING,5
87082,239701,FISHING,11
87083,239701,HIKING,14
87084,239701,OFF HIGHWAY VEHICLE,18
87085,239701,WILDLIFE VIEWING,26
87086,239702,BIKING,5
87087,239703,HIKING,14
87088,239704,HIKING,14
87089,239705,HIKING,14
87090,239706,OFF HIGHWAY VEHICLE,18
87091,239707,OFF HIGHWAY VEHICLE,18
87092,239708,AUTO TOURING,4
87093,239708,BIKING,5
87094,239708,BOATING,6
87095,239708,CAMPING,9
87096,239708,INTERPRETIVE PROGRAMS,10
87097,239708,FISHING,11
87098,239708,HIKING,14
87099,239708,HORSEBACK RIDING,15
87100,239708,OFF HIGHWAY VEHICLE,18
87101,239708,PICKNICKING,20
87102,239708,RECREATIONAL VEHICLES,23
87103,239708,VISITOR CENTER,24
87104,239708,WILDLIFE VIEWING,26
87105,239708,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87106,239708,SWIMMING,106
87107,239708,HORSE CAMPING,109
87108,239709,CAMPING,9
87109,239709,HORSEBACK RIDING,15
87110,239709,HORSE CAMPING,109
87111,239710,BIKING,5
87112,239710,BOATING,6
87113,239710,CAMPING,9
87114,239710,HIKING,14
87115,239710,HORSEBACK RIDING,15
87116,239710,RECREATIONAL VEHICLES,23
87117,239710,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87118,239710,SWIMMING,106
87119,239711,BIKING,5
87120,239711,HIKING,14
87121,239711,PICKNICKING,20
87122,239711,WILDLIFE VIEWING,26
87123,239711,SWIMMING,106
87124,239712,BIKING,5
87125,239712,PICKNICKING,20
87126,239712,SWIMMING,106
87127,239713,BIKING,5
87128,239713,INTERPRETIVE PROGRAMS,10
87129,239713,HIKING,14
87130,239713,PICKNICKING,20
87131,239713,WILDLIFE VIEWING,26
87132,239713,SWIMMING,106
87133,239714,BIKING,5
87134,239714,HIKING,14
87135,239714,PICKNICKING,20
87136,239714,VISITOR CENTER,24
87137,239714,WILDLIFE VIEWING,26
87138,239714,SWIMMING,106
87139,239716,FISHING,11
87140,239716,HIKING,14
87141,239716,WILDLIFE VIEWING,26
87142,239717,PICKNICKING,20
87143,239717,SWIMMING,106
87144,239718,BIKING,5
87145,239719,BIKING,5
87146,239720,BIKING,5
87147,239721,BIKING,5
87148,239722,BIKING,5
87149,239723,HIKING,14
87150,239724,HIKING,14
87151,239725,HIKING,14
87152,239727,HORSEBACK RIDING,15
87153,239728,FISHING,11
87154,239728,HIKING,14
87155,239728,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87156,239728,SWIMMING,106
87157,239729,OFF HIGHWAY VEHICLE,18
87158,239730,OFF HIGHWAY VEHICLE,18
87159,239731,OFF HIGHWAY VEHICLE,18
87160,239732,OFF HIGHWAY VEHICLE,18
87161,239733,HIKING,14
87162,239733,PICKNICKING,20
87163,239733,SWIMMING,106
87164,239734,CAMPING,9
87165,239734,PICKNICKING,20
87166,239734,RECREATIONAL VEHICLES,23
87167,239734,SWIMMING,106
87168,239735,FISHING,11
87169,239735,HIKING,14
87170,239735,WILDLIFE VIEWING,26
87171,239736,AUTO TOURING,4
87172,239736,BIKING,5
87173,239736,BOATING,6
87174,239736,CAMPING,9
87175,239736,FISHING,11
87176,239736,HIKING,14
87177,239736,OFF HIGHWAY VEHICLE,18
87178,239736,PICKNICKING,20
87179,239736,RECREATIONAL VEHICLES,23
87180,239736,WILDLIFE VIEWING,26
87181,239736,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87182,239736,SWIMMING,106
87183,239738,HIKING,14
87184,239739,HIKING,14
87185,239740,HIKING,14
87186,239741,HIKING,14
87187,239742,HIKING,14
87188,239743,OFF HIGHWAY VEHICLE,18
87189,239744,OFF HIGHWAY VEHICLE,18
87190,239745,OFF HIGHWAY VEHICLE,18
87191,239746,INTERPRETIVE PROGRAMS,10
87192,239746,HIKING,14
87193,239746,SWIMMING,106
87194,239748,HIKING,14
87195,239751,CAMPING,9
87196,239751,HIKING,14
87197,239752,CAMPING,9
87198,239753,CAMPING,9
87199,239753,HIKING,14
87200,239753,PICKNICKING,20
87201,239753,RECREATIONAL VEHICLES,23
87202,239753,SWIMMING,106
87203,239754,BIKING,5
87204,239754,CAMPING,9
87205,239754,HIKING,14
87206,239754,PICKNICKING,20
87207,239754,RECREATIONAL VEHICLES,23
87208,239754,SWIMMING,106
87209,239755,BOATING,6
87210,239755,CAMPING,9
87211,239755,FISHING,11
87212,239755,HIKING,14
87213,239755,HUNTING,16
87214,239755,PICKNICKING,20
87215,239755,RECREATIONAL VEHICLES,23
87216,239755,VISITOR CENTER,24
87217,239755,WILDLIFE VIEWING,26
87218,239755,SWIMMING,106
87219,239756,CAMPING,9
87220,239756,RECREATIONAL VEHICLES,23
87221,239757,CAMPING,9
87222,239757,HIKING,14
87223,239757,PICKNICKING,20
87224,239757,RECREATIONAL VEHICLES,23
87225,239757,SWIMMING,106
87226,239758,CAMPING,9
87227,239758,HIKING,14
87228,239758,RECREATIONAL VEHICLES,23
87229,239759,CAMPING,9
87230,239759,HIKING,14
87231,239759,RECREATIONAL VEHICLES,23
87232,239760,HIKING,14
87233,239760,RECREATIONAL VEHICLES,23
87234,239761,BOATING,6
87235,239761,CAMPING,9
87236,239761,FISHING,11
87237,239761,HIKING,14
87238,239761,RECREATIONAL VEHICLES,23
87239,239762,CAMPING,9
87240,239762,RECREATIONAL VEHICLES,23
87241,239763,HIKING,14
87242,239763,RECREATIONAL VEHICLES,23
87243,239764,CAMPING,9
87244,239764,RECREATIONAL VEHICLES,23
87245,239765,HIKING,14
87246,239765,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87247,239766,BOATING,6
87248,239766,CAMPING,9
87249,239766,FISHING,11
87250,239766,HIKING,14
87251,239766,PICKNICKING,20
87252,239766,RECREATIONAL VEHICLES,23
87253,239766,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87254,239767,BIKING,5
87255,239767,CAMPING,9
87256,239767,HIKING,14
87257,239767,HORSEBACK RIDING,15
87258,239767,HUNTING,16
87259,239767,PICKNICKING,20
87260,239767,RECREATIONAL VEHICLES,23
87261,239768,CAMPING,9
87262,239768,RECREATIONAL VEHICLES,23
87263,239769,CAMPING,9
87264,239769,HIKING,14
87265,239769,RECREATIONAL VEHICLES,23
87266,239770,CAMPING,9
87267,239770,PICKNICKING,20
87268,239770,RECREATIONAL VEHICLES,23
87269,239771,CAMPING,9
87270,239771,HIKING,14
87271,239771,RECREATIONAL VEHICLES,23
87272,239772,BOATING,6
87273,239772,FISHING,11
87274,239772,HIKING,14
87275,239773,HIKING,14
87276,239774,CAMPING,9
87277,239774,HIKING,14
87278,239774,WILDLIFE VIEWING,26
87279,239775,CLIMBING,7
87280,239775,CAMPING,9
87281,239775,HIKING,14
87282,239775,RECREATIONAL VEHICLES,23
87283,239776,BOATING,6
87284,239776,CAMPING,9
87285,239776,FISHING,11
87286,239776,HIKING,14
87287,239776,RECREATIONAL VEHICLES,23
87288,239777,BOATING,6
87289,239777,CLIMBING,7
87290,239777,CAMPING,9
87291,239777,INTERPRETIVE PROGRAMS,10
87292,239777,FISHING,11
87293,239777,HIKING,14
87294,239777,PICKNICKING,20
87295,239777,RECREATIONAL VEHICLES,23
87296,239777,VISITOR CENTER,24
87297,239777,WILDLIFE VIEWING,26
87298,239778,BOATING,6
87299,239778,CAMPING,9
87300,239778,FISHING,11
87301,239778,HIKING,14
87302,239778,PICKNICKING,20
87303,239778,RECREATIONAL VEHICLES,23
87304,239778,SWIMMING,106
87305,239779,CAMPING,9
87306,239779,HIKING,14
87307,239779,PICKNICKING,20
87308,239779,RECREATIONAL VEHICLES,23
87309,239780,BOATING,6
87310,239780,CAMPING,9
87311,239780,FISHING,11
87312,239780,HIKING,14
87313,239780,PICKNICKING,20
87314,239780,RECREATIONAL VEHICLES,23
87315,239780,SWIMMING,106
87316,239782,PICKNICKING,20
87317,239783,AUTO TOURING,4
87318,239783,CAMPING,9
87319,239783,HIKING,14
87320,239783,PICKNICKING,20
87321,239783,WILDLIFE VIEWING,26
87322,239784,FISHING,11
87323,239784,HIKING,14
87324,239784,PICKNICKING,20
87325,239785,PICKNICKING,20
87326,239786,HIKING,14
87327,239786,PICKNICKING,20
87328,239787,PICKNICKING,20
87329,239787,SWIMMING,106
87330,239788,BIKING,5
87331,239788,HIKING,14
87332,239788,HORSEBACK RIDING,15
87333,239788,HUNTING,16
87334,239788,WILDLIFE VIEWING,26
87335,239789,HIKING,14
87336,239790,HIKING,14
87337,239790,PICKNICKING,20
87338,239790,VISITOR CENTER,24
87339,239790,WILDLIFE VIEWING,26
87340,239791,CAMPING,9
87341,239791,HIKING,14
87342,239791,VISITOR CENTER,24
87343,239792,CLIMBING,7
87344,239792,HIKING,14
87345,239794,CAMPING,9
87346,239794,FISHING,11
87347,239794,HIKING,14
87348,239794,RECREATIONAL VEHICLES,23
87349,239797,HIKING,14
87350,239797,HUNTING,16
87351,239797,WILDLIFE VIEWING,26
87352,239798,HIKING,14
87353,239798,HUNTING,16
87354,239798,WILDLIFE VIEWING,26
87355,239799,HIKING,14
87356,239801,HIKING,14
87357,239801,HORSEBACK RIDING,15
87358,239801,HUNTING,16
87359,239802,HIKING,14
87360,239803,AUTO TOURING,4
87361,239803,HUNTING,16
87362,239804,HIKING,14
87363,239804,PICKNICKING,20
87364,239805,HIKING,14
87365,239805,HORSEBACK RIDING,15
87366,239805,HUNTING,16
87367,239805,WILDLIFE VIEWING,26
87368,239806,PICKNICKING,20
87369,239807,BOATING,6
87370,239807,FISHING,11
87371,239808,BOATING,6
87372,239808,CAMPING,9
87373,239808,INTERPRETIVE PROGRAMS,10
87374,239808,FISHING,11
87375,239808,HIKING,14
87376,239808,HORSEBACK RIDING,15
87377,239808,PICKNICKING,20
87378,239808,RECREATIONAL VEHICLES,23
87379,239808,WILDLIFE VIEWING,26
87380,239808,SWIMMING,106
87381,239808,HORSE CAMPING,109
87382,239809,CAMPING,9
87383,239809,HIKING,14
87384,239809,RECREATIONAL VEHICLES,23
87385,239810,CAMPING,9
87386,239810,HIKING,14
87387,239810,RECREATIONAL VEHICLES,23
87388,239811,CAMPING,9
87389,239813,PICKNICKING,20
87390,239814,HIKING,14
87391,239814,PICKNICKING,20
87392,239815,HIKING,14
87393,239815,PICKNICKING,20
87394,239816,SWIMMING,106
87395,239817,BOATING,6
87396,239817,FISHING,11
87397,239817,HIKING,14
87398,239817,HUNTING,16
87399,239817,WILDLIFE VIEWING,26
87400,239817,SWIMMING,106
87401,239818,BIKING,5
87402,239818,CAMPING,9
87403,239818,FISHING,11
87404,239818,HIKING,14
87405,239818,PICKNICKING,20
87406,239818,WILDLIFE VIEWING,26
87407,239819,BOATING,6
87408,239819,CAMPING,9
87409,239819,HIKING,14
87410,239819,PICKNICKING,20
87411,239819,RECREATIONAL VEHICLES,23
87412,239819,WILDLIFE VIEWING,26
87413,239820,AUTO TOURING,4
87414,239821,CAMPING,9
87415,239821,WILDLIFE VIEWING,26
87416,239822,CAMPING,9
87417,239822,HIKING,14
87418,239822,WILDLIFE VIEWING,26
87419,239823,CAMPING,9
87420,239823,HIKING,14
87421,239823,WILDLIFE VIEWING,26
87422,239824,CAMPING,9
87423,239824,HIKING,14
87424,239824,WILDLIFE VIEWING,26
87425,239826,FISHING,11
87426,239826,PICKNICKING,20
87427,239826,WILDLIFE VIEWING,26
87428,239827,VISITOR CENTER,24
87429,239829,HIKING,14
87430,239829,WILDLIFE VIEWING,26
87431,239830,BOATING,6
87432,239832,BIKING,5
87433,239832,OFF HIGHWAY VEHICLE,18
87434,239833,AUTO TOURING,4
87435,239833,BIKING,5
87436,239833,CAMPING,9
87437,239833,FISHING,11
87438,239833,HIKING,14
87439,239833,HORSEBACK RIDING,15
87440,239833,OFF HIGHWAY VEHICLE,18
87441,239833,PICKNICKING,20
87442,239833,WILDLIFE VIEWING,26
87443,239833,FIRE LOOKOUTS/CABINS OVERNIGHT,30
87444,239834,CAMPING,9
87445,239834,OFF HIGHWAY VEHICLE,18
87446,239834,PICKNICKING,20
87447,239835,BIKING,5
87448,239835,CAMPING,9
87449,239835,HIKING,14
87450,239835,PICKNICKING,20
87451,239836,CAMPING,9
87452,239836,HIKING,14
87453,239836,PICKNICKING,20
87454,239837,CAMPING,9
87455,239837,PICKNICKING,20
87456,239837,WILDLIFE VIEWING,26
87457,239838,CAMPING,9
87458,239838,HIKING,14
87459,239838,PICKNICKING,20
87460,239839,CAMPING,9
87461,239839,HIKING,14
87462,239839,PICKNICKING,20
87463,239840,CAMPING,9
87464,239840,HIKING,14
87465,239840,RECREATIONAL VEHICLES,23
87466,239841,FISHING,11
87467,239841,PICKNICKING,20
87468,239842,CAMPING,9
87469,239842,HUNTING,16
87470,239842,PICKNICKING,20
87471,239843,CAMPING,9
87472,239843,HUNTING,16
87473,239843,PICKNICKING,20
87474,239844,CAMPING,9
87475,239844,FISHING,11
87476,239844,HUNTING,16
87477,239844,PICKNICKING,20
87478,239845,CAMPING,9
87479,239845,HIKING,14
87480,239845,PICKNICKING,20
87481,239846,BIKING,5
87482,239846,CAMPING,9
87483,239846,HIKING,14
87484,239846,PICKNICKING,20
87485,239847,CAMPING,9
87486,239847,FISHING,11
87487,239847,HIKING,14
87488,239847,PICKNICKING,20
87489,239848,CAMPING,9
87490,239848,FISHING,11
87491,239848,HIKING,14
87492,239848,PICKNICKING,20
87493,239849,CAMPING,9
87494,239849,FISHING,11
87495,239849,HIKING,14
87496,239849,HORSEBACK RIDING,15
87497,239849,PICKNICKING,20
87498,239850,CAMPING,9
87499,239850,PICKNICKING,20
87500,239851,CAMPING,9
87501,239851,PICKNICKING,20
87502,239852,CAMPING,9
87503,239852,HORSEBACK RIDING,15
87504,239852,PICKNICKING,20
87505,239853,PICKNICKING,20
87506,239854,FISHING,11
87507,239855,FISHING,11
87508,239856,PICKNICKING,20
87509,239857,HIKING,14
87510,239857,PICKNICKING,20
87511,239858,HIKING,14
87512,239858,PICKNICKING,20
87513,239859,PICKNICKING,20
87514,239860,AUTO TOURING,4
87515,239860,HIKING,14
87516,239861,AUTO TOURING,4
87517,239862,FISHING,11
87518,239862,PICKNICKING,20
87519,239863,PICKNICKING,20
87520,239864,OFF HIGHWAY VEHICLE,18
87521,239864,PICKNICKING,20
87522,239865,HIKING,14
87523,239866,HIKING,14
87524,239867,HIKING,14
87525,239868,HIKING,14
87526,239869,HIKING,14
87527,239870,HIKING,14
87528,239871,HIKING,14
87529,239872,HIKING,14
87530,239873,HIKING,14
87531,239874,HIKING,14
87532,239875,PICKNICKING,20
87533,239876,HIKING,14
87534,239877,HIKING,14
87535,239878,HIKING,14
87536,239879,HIKING,14
87537,239880,HIKING,14
87538,239881,HIKING,14
87539,239882,HIKING,14
87540,239883,HIKING,14
87541,239884,HIKING,14
87542,239885,HIKING,14
87543,239886,CAMPING,9
